,0
L4S137,9820.0
L4S63,9744.0
L1S57,8702.0
L4S112,8340.0
L1S208,8152.0
L1S76,7867.0
L1S105,7780.0
L1S140,7163.0
L1S8,7033.0
L6S93,6953.0
L6S20,6855.0
L1S281,6615.0
L1S257,6388.0
L6S68,5980.0
L2S240,5061.0
L2S175,4386.0
L2S382,4089.0
L2S155,3932.0
L2S222,3187.0
L2S204,3158.0
L5S222,2521.0
L2S357,2373.0
L5S104,2227.0
L5S203,2112.0
L5S174,1953.0
L5S155,1800.0
L5S240,1792.0
L2S309,1419.0
L3S378,1249.0
L3S294,1225.0
L3S313,1103.0
L3S360,969.0
L3S341,962.0
L3S242,897.0
