	1	10	11	12	2	3	4	5	6	7	8	9
1	0.0	1.0	1.0	1.0	0.9192399049881235	0.8669833729216152	0.8598574821852731	0.9239904988123515	0.9144893111638955	1.0	1.0	1.0
10	1.0	0.0	0.7838479809976246	0.7030878859857482	1.0	1.0	1.0	1.0	1.0	0.8978622327790974	0.7826603325415677	0.8491686460807601
11	1.0	0.7838479809976246	0.0	0.6057007125890737	1.0	1.0	1.0	1.0	1.0	0.7137767220902613	0.7577197149643705	0.4916864608076009
12	1.0	0.7030878859857482	0.6057007125890737	0.0	1.0	1.0	1.0	1.0	1.0	0.5950118764845606	0.5427553444180523	0.5546318289786223
2	0.9192399049881235	1.0	1.0	1.0	0.0	0.8978622327790974	0.666270783847981	0.9619952494061758	0.9465558194774347	1.0	1.0	1.0
3	0.8669833729216152	1.0	1.0	1.0	0.8978622327790974	0.0	0.9477434679334917	0.9038004750593824	0.8788598574821853	1.0	1.0	1.0
4	0.8598574821852731	1.0	1.0	1.0	0.666270783847981	0.9477434679334917	0.0	0.9180522565320665	0.83729216152019	1.0	1.0	1.0
5	0.9239904988123515	1.0	1.0	1.0	0.9619952494061758	0.9038004750593824	0.9180522565320665	0.0	0.9513064133016627	1.0	1.0	1.0
6	0.9144893111638955	1.0	1.0	1.0	0.9465558194774347	0.8788598574821853	0.83729216152019	0.9513064133016627	0.0	1.0	1.0	1.0
7	1.0	0.8978622327790974	0.7137767220902613	0.5950118764845606	1.0	1.0	1.0	1.0	1.0	0.0	0.6591448931116389	0.5213776722090261
8	1.0	0.7826603325415677	0.7577197149643705	0.5427553444180523	1.0	1.0	1.0	1.0	1.0	0.6591448931116389	0.0	0.6318289786223278
9	1.0	0.8491686460807601	0.4916864608076009	0.5546318289786223	1.0	1.0	1.0	1.0	1.0	0.5213776722090261	0.6318289786223278	0.0
